lat,lon,time,Total,Transformative,Incremental
47.97003555,-111.570755,1,0.15723749,0.018056365,0.13918112
47.97003555,-111.3012619,1,0.17610587,0.035566207,0.14053966
47.97003555,-111.0317688,1,0.20603815,0.030789789,0.17524837
47.97003555,-110.7622757,1,0.22926503,0.07429434,0.15497069
47.97003555,-110.4927826,1,0.2222063,0.051776856,0.17042944
47.97003555,-110.2232819,1,0.25725493,0.06916737,0.18808757
47.97003555,-109.9537888,1,0.24852984,0.0829091,0.16562074
47.97003555,-109.6842957,1,0.2914806,0.02509447,0.26638612
47.97003555,-109.4148026,1,0.34627202,0.045568496,0.30070356
47.97003555,-109.1453094,1,0.038169548,0.030366933,0.007802615
47.97003555,-108.8758087,1,0.150182,0.11226064,0.037921347
47.97003555,-108.6063156,1,0.21659034,0.18630308,0.03028726
47.97003555,-108.3368225,1,0.5448703,0.5127956,0.032074716
47.97003555,-108.0673294,1,0.19661851,0.13906969,0.057548817
47.97003555,-107.2588425,1,0.43033597,0.20256917,0.2277668
47.97003555,-106.7198563,1,0.11111693,0.06084052,0.050276406
47.97003555,-106.4503632,1,0.1068285,0.049829643,0.056998864
47.97003555,-106.1808701,1,0.20774044,0.09365195,0.1140885
47.97003555,-105.9113693,1,0.16233334,0.033955358,0.12837799
47.97003555,-105.6418762,1,0.14711535,0.033319637,0.11379572
47.97003555,-105.3723831,1,0.2786265,0.09435151,0.18427499
47.97003555,-105.10289,1,0.1383913,0.05124169,0.08714962
47.97003555,-104.8333969,1,0.1370819,0.05475655,0.08232536
47.97003555,-104.5638962,1,0.15522666,0.03572816,0.119498506
47.97003555,-104.2944031,1,0.12900163,0.027726447,0.10127518
47.97003555,-104.02491,1,0.19412665,0.038015187,0.15611146
47.97003555,-103.7554169,1,0.17223488,0.046896905,0.12533797
47.97003555,-103.4859238,1,0.20452744,0.050151613,0.15437582
47.97003555,-103.216423,1,0.29169944,0.045334198,0.24636525
47.97003555,-102.9469299,1,0.3110749,0.025564685,0.2855102
47.97003555,-102.6774368,1,0.20702529,0.013044852,0.19398044
47.97003555,-102.4079437,1,0.22717439,0.00643678,0.2207376
47.97003555,-102.1384506,1,0.2291781,0.010782826,0.21839528
47.97003555,-101.8689499,1,0.1827503,0.014353922,0.16839638
47.97003555,-101.5994568,1,0.1522696,0.013991601,0.13827801
47.97003555,-101.3299637,1,0.17018563,0.011269837,0.15891579
47.97003555,-101.0604706,1,0.18942714,0.01306812,0.17635901
47.97003555,-100.7909775,1,0.14306289,0.003425356,0.13963754
47.97003555,-100.5214767,1,0.11653299,0.006475233,0.11005776
47.97003555,-100.2519836,1,0.093086295,0.008151124,0.084935166
47.97003555,-99.98249054,1,0.0918698,0.011713165,0.08015664
47.97003555,-99.71299744,1,0.11141009,0.012794444,0.09861565
47.97003555,-99.44350433,1,0.09425352,0.013996168,0.08025735
47.97003555,-99.1740036,1,0.12352081,0.030266663,0.09325415
47.97003555,-98.9045105,1,0.123396076,0.03811575,0.08528032
47.97003555,-98.6350174,1,0.08981661,0.018344915,0.07147169
47.97003555,-98.36552429,1,0.08689751,0.027841298,0.05905621
47.97003555,-98.09603119,1,0.11608162,0.03316263,0.08291899
47.97003555,-97.82653809,1,0.13271417,0.057144914,0.07556925
47.97003555,-97.55703735,1,0.1123583,0.029373955,0.08298435
47.97003555,-97.28754425,1,0.112066045,0.022374652,0.08969139
47.97003555,-97.01805115,1,0.06323374,0.004093706,0.059140034
47.97003555,-96.74855804,1,0.07656595,0.009408,0.067157954
47.97003555,-96.47906494,1,0.063687086,0.013761454,0.04992563
47.97003555,-96.20956421,1,0.07452802,0.014095662,0.060432363
47.97003555,-95.94007111,1,0.069277294,0.012511465,0.056765832
47.97003555,-95.670578,1,0.07667874,0.020311339,0.056367397
47.97003555,-95.4010849,1,0.24899194,0.09677419,0.15221775
47.97003555,-95.1315918,1,0.24112047,0.071951665,0.1691688
47.97003555,-94.86209106,1,0.29125977,0.06289063,0.22836915
47.97003555,-94.59259796,1,0.226125,0.05875,0.167375
47.97003555,-94.32310486,1,0.00761035,0.002663623,0.004946728
47.70054245,-122.0810471,1,0.5,0.25,0.25
47.70054245,-120.4640808,1,0.043896765,0.031600382,0.012296382
47.70054245,-120.1945877,1,0.026813133,0.010183817,0.016629316
47.70054245,-119.925087,1,0.008568595,0.002756944,0.005811651
47.70054245,-119.6555939,1,0.010567022,0.000502046,0.010064975
47.70054245,-119.3861008,1,0.020887272,0.004363619,0.016523654
47.70054245,-119.1166077,1,0.0820911,0.004815958,0.07727514
47.70054245,-118.8471146,1,0.063347176,0.005710487,0.05763669
47.70054245,-118.5776138,1,0.022519762,0.003519299,0.019000463
47.70054245,-118.3081207,1,0.05668656,0.01812131,0.038565252
47.70054245,-118.0386276,1,0.078751326,0.014710289,0.06404104
47.70054245,-117.7691345,1,0.11218489,0.04533687,0.06684802
47.70054245,-117.4996414,1,0.11654823,0.04421476,0.07233348
47.70054245,-117.2301483,1,0.17857143,0.09860402,0.0799674
47.70054245,-116.9606476,1,0.12652762,0.120294936,0.006232687
47.70054245,-115.3436813,1,0.15,0.1,0.05
